clk		we		re		full		empty		din		dout		wr_ptr		rd_ptr		looped
0		1		0		0		0		111011010		110101010		101110		010101		0
1		1		0		0		0		111011010		110101010		101110		010101		0
0		0		0		0		0		111011011		110101010		101111		010101		0
1		0		0		0		0		111011011		110101010		101111		010101		0
0		1		0		0		0		111011100		110101010		101111		010101		0
1		1		0		0		0		111011100		110101010		101111		010101		0
0		1		1		0		0		111011101		110101010		110000		010101		0
1		1		1		0		0		111011101		110101010		110000		010101		0
0		1		1		0		0		111011110		110101101		110001		010110		0
1		1		1		0		0		111011110		110101101		110001		010110		0
0		1		0		0		0		111011111		110101110		110010		010111		0
1		1		0		0		0		111011111		110101110		110010		010111		0
0		0		1		0		0		111100000		110101110		110011		010111		0
1		0		1		0		0		111100000		110101110		110011		010111		0
0		1		1		0		0		111100001		110110001		110011		011000		0
1		1		1		0		0		111100001		110110001		110011		011000		0
0		0		1		0		0		111100010		110110100		110100		011001		0
1		0		1		0		0		111100010		110110100		110100		011001		0
0		0		0		0		0		111100011		110110101		110100		011010		0
1		0		0		0		0		111100011		110110101		110100		011010		0
0		0		1		0		0		111100100		110110101		110100		011010		0
1		0		1		0		0		111100100		110110101		110100		011010		0
0		1		0		0		0		111100101		110110110		110100		011011		0
1		1		0		0		0		111100101		110110110		110100		011011		0
0		1		0		0		0		111100110		110110110		110101		011011		0
1		1		0		0		0		111100110		110110110		110101		011011		0
0		0		0		0		0		111100111		110110110		110110		011011		0
1		0		0		0		0		111100111		110110110		110110		011011		0
0		1		1		0		0		111101000		110110110		110110		011011		0
1		1		1		0		0		111101000		110110110		110110		011011		0
0		0		0		0		0		111101001		110110111		110111		011100		0
1		0		0		0		0		111101001		110110111		110111		011100		0
0		0		1		0		0		111101010		110110111		110111		011100		0
1		0		1		0		0		111101010		110110111		110111		011100		0
0		1		1		0		0		111101011		110111010		110111		011101		0
1		1		1		0		0		111101011		110111010		110111		011101		0
0		0		0		0		0		111101100		110111011		111000		011110		0
1		0		0		0		0		111101100		110111011		111000		011110		0
0		0		0		0		0		111101101		110111011		111000		011110		0
1		0		0		0		0		111101101		110111011		111000		011110		0
0		1		0		0		0		111101110		110111011		111000		011110		0
1		1		0		0		0		111101110		110111011		111000		011110		0
0		1		0		0		0		111101111		110111011		111001		011110		0
1		1		0		0		0		111101111		110111011		111001		011110		0
0		0		1		0		0		111110000		110111011		111010		011110		0
1		0		1		0		0		111110000		110111011		111010		011110		0
0		1		1		0		0		111110001		110111110		111010		011111		0
1		1		1		0		0		111110001		110111110		111010		011111		0
0		0		0		0		0		111110010		110111111		111011		100000		0
1		0		0		0		0		111110010		110111111		111011		100000		0
0		1		1		0		0		111110011		110111111		111011		100000		0
1		1		1		0		0		111110011		110111111		111011		100000		0
0		0		1		0		0		111110100		111000000		111100		100001		0
1		0		1		0		0		111110100		111000000		111100		100001		0
0		0		1		0		0		111110101		111000001		111100		100010		0
1		0		1		0		0		111110101		111000001		111100		100010		0
0		1		0		0		0		111110110		111000101		111100		100011		0
1		1		0		0		0		111110110		111000101		111100		100011		0
0		1		1		0		0		111110111		111000101		111101		100011		0
1		1		1		0		0		111110111		111000101		111101		100011		0
0		0		0		0		0		111111000		111000110		111110		100100		0
1		0		0		0		0		111111000		111000110		111110		100100		0
0		0		0		0		0		111111001		111000110		111110		100100		0
1		0		0		0		0		111111001		111000110		111110		100100		0
0		1		0		0		0		111111010		111000110		111110		100100		0
1		1		0		0		0		111111010		111000110		111110		100100		0
0		1		1		0		0		111111011		111000110		111111		100100		0
1		1		1		0		0		111111011		111000110		111111		100100		0
1		1		1		0		0		111111011		111000111		000000		100101		1
0		0		0		0		0		111111100		111000111		000000		100101		1
1		0		0		0		0		111111100		111000111		000000		100101		1
0		0		0		0		0		111111101		111000111		000000		100101		1
1		0		0		0		0		111111101		111000111		000000		100101		1
0		0		0		0		0		111111110		111000111		000000		100101		1
1		0		0		0		0		111111110		111000111		000000		100101		1
- tb.sv:28: Verilog $finish
0		0		0		0		0		111111110		111000111		000000		100101		1
- S i m u l a t i o n   R e p o r t: Verilator 5.037 devel
- Verilator: $finish at 5us; walltime 0.016 s; speed 592.161 us/s
- Verilator: cpu 0.009 s on 1 threads; alloced 137 MB
